nouns,verbs,adjectives,adverbs,pronouns,conjunctions,other
191,78,29,19,35,89,159
119,29,12,4,5,33,108
111,69,43,21,26,50,103
482,184,108,29,29,210,320
206,104,38,21,10,79,158
115,38,16,7,7,59,95
209,105,49,11,23,83,147
68,5,8,0,0,12,43
353,213,131,58,65,180,269
499,270,103,62,49,240,420
486,207,137,48,31,214,362
160,82,21,21,18,61,94
307,222,59,70,100,157,352
147,68,22,10,27,49,116
413,201,61,23,34,161,292
162,124,55,31,61,99,173
115,98,47,33,43,59,138
313,153,73,59,57,142,283
228,16,39,5,0,14,66
246,176,74,37,62,124,257
319,145,77,44,49,133,292
62,26,26,7,3,29,69
18,7,8,4,3,3,14
113,87,39,14,53,61,143
351,167,70,31,25,171,290
84,48,25,9,4,42,70
139,87,36,19,24,48,124
356,217,78,48,59,159,348
156,88,34,14,15,73,130
134,42,20,8,14,68,97
110,53,14,8,11,52,59
194,130,27,16,34,92,141
177,112,54,18,20,86,172
598,312,123,85,100,264,552
473,197,108,35,37,192,435
6,4,0,0,1,1,3
43,33,21,5,22,22,42
222,86,41,19,28,98,178
421,187,130,56,60,206,329
419,248,116,47,59,175,341
100,70,22,14,22,44,85
301,172,73,38,54,160,224
149,77,28,16,17,51,114
88,49,24,7,3,50,65
304,172,85,35,63,141,268
731,243,179,86,39,282,605
38,21,12,6,1,17,36
325,162,82,42,36,172,263
73,35,21,10,5,19,61
44,49,9,6,13,21,41
108,78,41,9,18,54,99
418,159,80,30,33,150,264
716,345,249,105,56,382,768
98,51,22,10,7,46,77
394,201,139,77,66,205,371
93,44,27,15,20,41,71
273,178,52,38,86,125,241
371,156,50,31,36,150,263
27,31,8,5,15,11,43
329,183,111,51,40,167,293
45,3,3,0,0,3,10
262,131,58,36,39,123,203
80,49,20,10,9,45,55
254,116,69,19,29,105,180
171,129,24,22,39,84,170
168,60,20,8,14,69,85
321,114,65,35,53,109,204
68,31,23,6,12,31,48
725,372,131,83,99,316,602
224,101,41,28,11,101,203
113,73,40,24,22,77,108
178,105,35,40,24,83,170
77,23,17,9,7,26,58
208,89,30,19,29,83,136
463,248,112,72,55,214,469
357,20,23,0,0,4,89
169,90,30,5,20,70,155
215,103,34,15,18,85,149
308,110,53,32,12,117,212
117,60,39,14,27,54,105
467,249,102,53,62,199,402
148,52,21,16,10,58,120
263,139,69,28,47,103,231
55,20,5,0,3,13,39
166,84,19,22,21,74,161
864,416,196,81,93,338,612
208,102,53,31,48,91,176
715,434,167,99,180,333,611
238,78,47,17,16,98,171
254,130,52,34,52,111,173
288,141,66,31,29,133,233
167,103,51,15,21,82,145
76,26,10,5,1,28,55
198,66,26,11,7,63,88
417,173,111,48,57,173,321
355,140,72,20,39,138,273
347,175,77,39,36,153,356
135,70,18,11,18,61,106
89,41,26,5,9,42,77
314,127,52,23,11,91,199
127,55,24,6,10,62,93
353,195,76,34,40,198,292
193,92,33,26,24,77,148
1288,464,259,84,68,508,870
258,135,50,22,37,107,176
141,54,30,9,13,48,86
181,91,32,28,27,80,146
378,250,79,70,54,208,367
583,290,147,76,68,259,425
173,94,31,16,27,73,137
53,24,11,3,0,21,45
784,354,137,68,86,293,601
229,121,35,21,38,87,194
452,295,99,47,104,223,398
49,60,17,19,38,34,50
279,88,74,14,21,99,275
463,228,100,62,66,248,424
384,200,93,56,109,189,325
216,120,36,20,22,107,188
426,202,77,45,97,198,355
488,368,114,96,132,268,472
208,100,34,13,20,77,166
120,44,23,14,10,47,68
325,120,80,24,37,124,227
19,20,8,8,12,16,25
29,8,0,1,2,6,18
134,98,22,22,30,57,127
183,80,36,16,18,90,133
431,189,83,42,41,202,352
127,58,35,9,26,53,132
1734,705,416,151,261,665,1304
63,20,17,3,5,28,44
381,190,74,45,55,166,281
298,136,64,40,17,126,241
654,413,131,76,186,315,679
674,323,171,108,83,280,543
346,125,64,28,33,154,333
801,357,132,72,104,334,551
13,1,1,0,0,1,3
163,79,26,22,14,76,129
394,183,91,34,37,194,305
174,93,47,16,33,88,184
132,57,23,5,12,49,95
123,48,22,12,9,56,60
54,46,18,8,13,25,64
256,107,65,22,19,111,177
177,50,27,14,10,67,101
148,84,26,7,12,56,125
104,54,16,28,9,51,114
140,68,57,18,10,55,101
362,186,82,47,93,228,362
1005,549,313,111,174,554,994
68,31,20,8,3,29,53
75,33,14,8,11,33,53
464,263,88,42,97,235,410
337,14,27,0,0,1,86
483,307,118,69,68,252,447
252,125,51,26,28,94,185
298,148,64,32,31,139,243
274,140,55,25,36,125,219
75,44,9,14,13,34,54
174,93,44,26,25,83,175
186,126,85,60,53,119,229
116,45,32,5,10,42,80
1900,716,398,141,156,585,1084
264,136,42,30,26,132,268
291,136,61,41,34,149,223
340,88,84,12,6,132,230
238,165,38,26,28,124,218
212,92,51,20,15,71,170
105,74,36,16,41,76,103
345,159,151,31,22,164,278
148,54,33,7,9,62,78
452,204,116,83,60,204,387
467,236,94,41,40,239,355
585,391,171,114,194,348,588
196,78,72,45,29,137,221
239,122,43,20,27,104,197
415,254,97,64,87,195,444
50,53,16,20,20,35,56
504,287,93,43,80,203,375
664,368,154,57,138,283,630
364,193,72,21,32,191,272
1363,783,266,194,292,659,1388
274,154,59,28,53,139,256
487,220,145,41,27,232,397
31,11,4,2,3,5,14
595,304,127,61,50,269,469
337,176,82,52,80,214,307
93,27,18,3,0,46,67
363,177,69,35,25,170,306
438,171,79,22,46,179,326
101,82,33,20,50,66,92
411,171,83,39,31,127,289
262,143,44,34,42,100,302
75,40,23,8,11,44,61
184,60,22,10,20,72,117
246,99,50,19,28,93,169
164,74,32,14,13,60,120
535,264,118,75,77,265,466
52,41,14,3,3,37,46
148,67,23,5,34,67,80
78,43,16,10,9,32,64
36,26,7,11,12,21,32
66,43,21,11,23,33,48
419,154,115,44,28,196,409
324,208,110,64,109,163,305
889,421,189,113,154,402,690
712,322,154,106,80,356,653
307,116,87,40,22,106,201
376,198,89,68,60,186,314
206,78,39,24,47,96,157
146,60,21,21,30,58,135
423,224,86,34,41,193,375
15,10,4,0,3,5,13
281,165,81,44,24,130,267
43,12,5,0,1,10,20
630,314,185,65,100,312,583
126,119,44,43,85,86,157
312,139,75,25,37,133,270
187,93,43,19,30,74,130
338,161,65,28,24,163,308
229,178,109,70,78,143,306
61,29,10,9,3,22,58
462,229,116,58,69,171,338
213,127,76,36,39,116,211
131,66,41,22,13,73,156
75,27,9,7,8,20,47
225,115,91,33,22,103,204
763,508,205,101,285,382,790
487,245,90,45,66,176,389
388,187,64,37,50,152,306
243,138,59,22,12,109,226
649,339,134,51,67,327,570
53,30,17,7,14,22,45
125,62,31,14,8,53,130
546,203,159,47,33,231,383
491,267,126,76,122,240,414
216,20,35,10,1,6,53
545,235,113,49,67,225,389
44,21,14,2,13,10,24
95,64,28,9,34,29,90
275,123,46,8,16,113,175
1016,482,312,207,118,561,1036
189,141,56,36,52,79,189
104,45,13,7,8,33,59
183,70,42,13,11,83,119
130,51,31,11,3,58,105
533,212,128,81,79,223,367
215,101,51,22,16,77,146
617,359,127,73,173,309,548
416,223,79,35,31,194,351
441,221,69,64,89,170,312
196,3,8,0,0,0,26
71,20,11,1,3,17,35
397,158,57,29,59,146,391
505,272,140,89,89,241,495
1423,1039,332,204,485,772,1461
126,98,29,21,60,63,130
222,92,55,17,6,91,206
384,190,80,30,42,157,314
459,261,115,61,56,233,414
101,63,26,9,19,33,77
111,46,26,8,23,47,82
123,65,45,20,16,59,132
162,78,45,22,28,65,119
286,108,52,24,40,109,196
548,202,91,46,63,214,374
45,36,7,5,16,33,46
164,89,47,25,17,77,151
338,182,68,45,43,143,317
367,194,97,24,82,163,290
234,154,78,54,31,161,272
126,60,37,19,17,49,99
132,43,17,6,11,51,79
8,8,4,2,1,3,6
348,158,82,52,75,145,257
113,51,38,19,6,56,111
287,148,76,30,41,122,266
468,219,104,50,52,230,358
186,108,64,27,39,101,169
49,23,13,5,7,25,51
306,185,59,40,56,153,316
17,5,2,0,0,6,4
262,145,81,37,44,128,290
148,74,33,7,12,62,106
171,72,25,18,14,76,113
546,221,78,39,69,222,379
114,37,18,11,3,40,99
277,151,90,43,57,156,272
24,4,1,0,2,8,14
15,6,4,0,4,6,9
102,55,17,10,5,27,59
40,24,10,6,3,27,43
47,12,9,3,4,17,26
19,12,6,1,7,10,23
87,57,21,21,18,41,69
49,27,10,9,7,19,41
320,155,39,22,65,123,259
200,60,24,8,7,50,149
129,68,19,18,13,45,83
227,9,22,0,0,0,67
42,6,0,3,3,11,39
70,40,15,12,15,42,64
168,78,29,21,20,64,118
215,86,75,21,32,88,177
96,59,20,9,17,40,55
77,43,22,8,17,34,101
306,141,70,22,17,112,193
427,237,101,40,61,192,341
347,202,123,70,56,203,352
130,135,62,39,81,84,191
279,170,84,62,64,159,263
137,93,30,20,48,71,128
268,145,54,28,36,129,217
844,372,211,167,73,408,747
496,214,133,45,33,209,409
319,210,85,63,118,149,302
62,54,16,11,19,36,54
159,85,21,26,38,59,129
293,165,53,36,47,134,222
511,199,102,37,34,175,345
176,84,29,11,21,67,129
881,350,170,103,52,350,661
247,85,75,25,19,114,215
34,7,6,1,3,13,20
52,18,10,2,8,18,24
46,13,5,4,1,13,21
587,339,124,61,77,250,485
487,240,135,48,58,208,374
71,19,13,1,3,19,42
396,254,132,86,45,216,448
138,53,17,8,16,56,105
72,26,16,3,4,24,54
63,1,2,0,0,0,188
292,152,61,37,46,128,298
375,188,81,46,49,165,352
469,260,148,73,26,233,423
2576,1532,692,486,597,1148,2361
83,68,22,15,29,48,76
98,35,17,9,13,36,77
81,44,29,10,10,34,79
75,44,19,11,9,40,81
465,191,95,36,54,178,338
325,203,85,35,49,159,206
151,83,35,13,20,47,125
55,32,10,10,13,19,43
331,175,73,38,46,175,304
1086,159,139,69,46,385,527
133,50,41,21,14,77,119
11,3,4,4,0,4,8
401,244,74,32,65,183,324
91,40,20,3,8,45,64
281,228,57,54,134,133,277
594,251,134,44,52,223,434
45,22,8,10,11,24,51
103,58,13,7,21,31,61
112,45,25,7,4,39,77
217,116,58,29,27,137,286
66,32,25,12,15,22,46
404,221,170,73,112,262,434
143,71,42,25,23,79,112
152,35,15,8,6,61,100
41,18,4,3,6,14,23
694,365,160,89,104,318,521
66,33,13,29,14,44,83
410,195,111,59,73,216,298
285,135,40,20,33,109,256
102,51,25,7,24,32,71
154,60,21,12,14,55,93
79,20,7,2,1,20,55
308,139,59,27,23,149,254
72,33,20,15,9,36,63
478,202,92,26,28,169,320
154,65,25,10,25,80,108
228,104,55,23,25,93,176
6,0,1,0,0,2,4
181,102,61,23,26,92,151
174,137,40,43,64,71,168
154,75,50,15,9,62,119
170,73,19,21,15,74,132
269,61,46,11,12,50,141
145,53,29,11,5,64,87
283,159,51,35,36,115,251
589,252,129,94,37,273,572
161,70,35,21,20,65,95
44,32,14,11,13,15,52
15,13,2,10,10,9,18
136,49,32,22,7,62,115
506,251,161,68,57,235,369
126,52,23,15,16,52,93
427,172,90,31,27,212,407
544,289,144,39,75,226,401
12,3,1,1,0,4,7
64,38,6,5,11,23,36
366,201,77,39,47,143,294
113,51,29,5,5,41,83
456,198,159,71,48,180,398
265,97,54,20,24,90,183
125,37,22,8,11,46,89
366,171,88,63,50,182,303
438,230,81,51,69,187,347
516,293,120,43,54,196,383
197,165,77,60,103,131,254
297,134,83,16,17,143,216
230,127,57,40,21,108,194
268,110,83,66,23,132,265
365,204,63,47,58,178,283
85,63,16,18,34,49,73
203,102,71,41,59,86,218
106,63,31,10,42,59,85
124,70,25,6,18,51,97
187,19,21,6,1,9,56
137,60,35,8,5,54,100
116,52,22,15,19,60,96
167,69,56,15,17,59,95
132,66,56,28,25,73,115
495,246,104,45,54,207,375
283,127,99,49,25,132,229
180,64,33,15,10,65,122
71,25,17,6,9,18,41
280,115,72,30,31,108,203
142,70,34,15,8,53,102
153,52,25,10,24,63,95
90,56,21,13,23,26,85
769,339,162,80,152,383,632
88,58,17,14,7,43,72
177,128,43,32,37,83,156
394,164,79,36,36,119,306
529,164,85,35,34,143,319
125,66,25,11,9,41,103
164,67,19,20,21,55,129
249,207,109,53,129,152,281
526,263,173,45,52,240,383
631,310,143,81,79,302,530
99,65,37,18,13,43,88
40,8,1,2,0,14,36
287,201,76,45,90,153,283
185,69,19,16,11,72,135
112,50,38,16,6,39,112
100,42,23,16,14,36,66
428,227,96,44,64,216,404
46,3,6,0,3,11,9
130,52,29,14,13,57,95
98,99,22,16,32,60,121
324,153,66,39,25,164,276
252,112,45,37,34,111,184
215,101,34,31,17,51,178
61,36,9,11,16,24,57
223,132,62,24,31,114,206
755,363,206,113,99,350,751
244,138,71,32,38,53,238
81,64,22,3,11,41,74
161,85,27,18,24,73,132
450,287,72,44,62,190,393
303,159,79,36,36,142,292
24,11,9,3,3,11,21
721,394,192,83,42,319,566
322,204,68,51,70,177,357
383,226,84,35,93,171,319
292,195,79,54,69,192,271
366,194,74,40,36,161,341
143,52,21,4,11,55,99
108,89,25,30,44,63,88
492,205,113,54,43,214,444
242,117,56,45,47,134,219
74,34,17,9,5,38,55
143,116,87,33,42,107,195
61,22,16,3,3,25,59
153,94,17,16,25,56,88
190,104,47,27,17,100,160
57,22,7,4,4,23,45
278,98,64,21,9,108,187
208,102,42,14,27,83,122
241,120,38,18,28,96,138
340,170,68,31,51,143,284
462,185,104,36,33,149,327
68,31,15,7,8,27,44
73,48,15,12,16,37,65
155,109,27,16,46,85,142
94,28,13,7,3,26,69
78,53,18,12,21,51,86
133,86,39,10,23,62,133
74,39,9,4,14,34,42
42,33,10,12,9,15,43
57,20,4,3,5,18,38
63,45,22,10,17,32,67
73,34,4,2,9,21,46
199,83,45,20,24,48,153
309,146,61,33,34,127,223
168,109,25,21,16,75,148
99,40,20,5,7,38,85
96,38,18,5,1,41,55
222,53,40,9,12,55,191
669,186,93,57,72,131,580
88,74,16,13,21,48,63
238,75,31,20,18,76,186
384,192,71,29,70,165,254
471,181,97,30,37,167,294
129,94,41,18,25,67,119
20,5,1,0,1,6,22
973,402,155,63,106,416,910
57,24,11,5,0,26,51
240,18,44,5,0,10,85
503,295,209,94,118,316,568
76,35,15,8,10,28,64
228,91,54,18,12,101,182
332,187,54,54,57,135,243
110,69,19,12,26,43,83
112,118,34,32,68,75,149
433,224,78,33,67,204,299
171,97,48,33,37,85,149
149,131,45,45,77,67,145
100,54,22,12,14,45,87
42,24,10,4,5,21,27
390,204,90,45,86,181,330
2074,1457,558,516,713,1433,2429
437,225,125,61,90,225,491
270,151,53,36,56,135,178
62,49,13,9,8,29,55
145,56,20,9,11,50,68
181,88,35,14,14,71,133
32,20,6,3,7,18,28
333,177,58,25,29,140,260
84,38,9,12,13,25,71
172,96,59,32,68,98,151
50,19,10,5,4,16,31
192,47,27,13,7,62,111
91,58,13,14,14,44,64
472,237,72,46,52,179,330
262,158,65,38,43,139,260
247,108,25,14,22,86,180
178,21,17,1,0,4,67
121,51,34,14,10,61,105
183,59,29,10,12,46,116
643,333,137,52,64,320,564
168,72,46,18,17,72,153
479,327,117,75,139,230,463
1166,466,267,116,112,384,883
341,198,62,47,58,173,277
978,317,280,111,75,463,716
117,75,41,20,21,52,118
11,3,0,1,0,4,10
89,61,15,6,14,45,73
475,283,86,63,111,222,327
722,439,176,106,174,303,612
163,76,34,16,39,56,98
480,325,154,62,122,249,448
21,12,6,2,3,11,22
268,133,44,19,73,132,240
126,67,17,10,18,49,101
69,49,10,11,19,25,52
503,269,127,85,85,271,512
559,53,106,2,1,61,463
783,39,50,0,0,2,134
552,334,166,76,94,255,531
196,107,44,15,15,67,180
210,14,19,4,1,2,61
197,106,40,12,16,85,151
395,248,126,59,78,241,387
119,41,22,5,11,42,72
172,14,16,0,2,9,116
188,31,87,9,9,95,107
624,312,137,49,96,283,553
125,39,22,8,6,43,71
320,197,78,32,50,125,267
99,48,9,8,12,31,78
165,84,32,23,20,84,122
18,4,2,2,1,6,8
97,57,11,11,12,54,87
490,169,67,23,68,216,335
131,70,23,18,28,63,110
349,159,104,35,20,145,262
76,33,19,12,14,29,52
1444,864,349,191,248,665,1365
249,114,44,17,39,73,161
538,332,149,100,41,266,599
115,66,41,20,27,54,112
23,0,0,0,0,0,1
149,73,25,11,11,58,107
96,61,17,9,10,47,103
55,39,13,8,18,28,51
71,30,16,7,6,32,54
1086,529,174,115,201,380,778
219,97,37,29,13,93,177
123,90,38,15,32,62,113
98,64,19,22,29,49,95
86,40,16,10,6,41,62
83,42,16,8,20,25,58
139,58,30,14,19,50,110
486,262,112,66,70,228,473
428,230,80,46,49,168,387
194,89,39,13,3,76,131
157,61,32,13,18,84,128
240,122,73,51,49,121,254
114,38,15,17,6,35,64
217,33,16,8,9,49,133
215,109,37,15,15,89,158
182,61,36,12,11,61,131
398,16,30,0,0,3,96
185,73,69,11,11,103,160
14,7,0,0,0,2,10
395,189,90,46,25,173,352
201,133,40,17,51,88,159
104,53,32,13,14,42,66
207,101,43,17,21,88,187
451,214,99,50,26,191,347
420,219,89,25,31,185,330
114,99,41,26,30,48,145
180,96,59,27,40,79,175
189,145,71,36,32,102,163
266,153,53,42,58,125,173
268,143,62,34,52,103,223
58,24,7,4,7,14,38
302,135,82,51,44,134,258
475,211,111,36,50,188,333
143,67,41,10,17,61,96
241,123,41,17,15,121,198
434,280,105,52,60,212,401
380,173,62,38,70,168,278
404,289,104,66,149,201,418
318,126,83,36,31,130,233
174,92,54,16,9,74,157
360,229,103,43,92,167,312
43,12,7,1,4,15,14
84,48,16,6,8,39,48
56,27,6,7,7,22,41
263,123,48,17,17,112,202
72,30,11,10,9,35,75
306,161,70,21,25,152,249
452,143,73,35,42,191,299
150,95,41,25,68,71,143
180,114,34,15,21,88,140
166,90,33,19,13,82,167
76,41,27,12,9,39,73
101,43,13,11,23,43,66
2656,1696,895,669,653,1494,2774
1847,702,386,139,153,561,1043
217,111,87,29,27,101,181
319,160,67,39,60,132,308
260,125,61,23,20,112,209
151,49,19,8,4,68,134
312,120,57,25,36,137,224
209,125,59,28,29,104,202
402,177,100,58,78,177,361
298,17,28,0,0,0,87
207,141,34,32,58,79,182
951,605,226,165,224,503,952
348,173,54,32,67,134,249
422,151,87,18,26,233,318
117,60,29,11,16,53,80
108,71,38,18,8,53,113
92,27,15,3,1,30,60
123,62,13,11,16,65,103
58,19,10,3,6,22,20
293,16,19,1,0,2,69
135,73,48,12,29,45,108
44,8,8,4,2,10,29
261,123,51,23,23,101,168
261,141,63,16,20,133,233
194,82,28,16,11,84,127
169,84,39,11,14,75,132
83,35,18,15,17,38,64
413,199,91,48,36,176,339
696,1025,281,253,525,517,1261
46,20,17,1,0,19,41
155,70,31,18,9,55,111
94,21,12,0,6,31,54
113,84,37,36,28,60,87
264,160,57,37,70,159,290
67,30,12,4,4,20,46
68,36,8,7,9,21,50
70,39,9,2,3,24,55
120,66,25,11,30,44,67
239,118,34,18,30,78,191
73,7,9,0,0,2,24
348,178,88,46,41,155,262
399,198,96,51,46,180,359
53,32,13,2,11,19,38
14,5,8,6,1,7,7
174,94,29,21,29,90,152
213,129,48,41,32,112,238
165,58,26,8,10,51,91
513,330,139,91,129,259,562
268,127,100,24,20,131,227
184,72,36,19,11,67,131
117,47,15,7,9,47,68
113,47,27,11,3,56,120
120,53,38,11,7,51,104
305,182,73,31,47,160,249
574,309,144,73,79,274,509
113,67,25,10,15,42,80
275,100,55,29,20,103,197
256,133,51,32,62,118,205
307,213,58,38,48,126,292
99,26,25,3,2,36,72
158,81,49,23,18,58,163
164,84,36,26,34,61,105
94,53,23,10,28,54,97
161,43,24,8,1,63,158
387,158,98,23,34,187,277
333,155,58,52,41,145,285
240,113,54,18,37,124,178
120,91,38,26,45,74,135
93,55,30,12,25,43,124
355,191,99,68,82,198,311
267,153,80,34,64,132,258
63,21,12,9,4,33,32
163,99,48,22,53,73,154
540,262,93,63,94,205,359
263,116,49,21,40,124,227
426,183,58,38,81,172,302
274,165,51,30,71,138,275
228,116,37,23,25,83,185
401,212,58,38,54,200,290
105,32,20,14,8,54,65
148,5,7,0,0,0,25
50,33,7,10,19,24,43
71,26,12,11,7,31,63
489,298,129,59,95,196,389
291,116,76,28,20,126,197
31,14,9,5,7,7,17
516,257,115,58,54,213,423
25,21,7,2,8,13,27
345,209,129,66,49,231,329
438,258,132,91,94,227,444
101,50,17,10,14,44,77
336,156,48,19,35,137,281
89,34,15,10,2,52,67
325,147,51,30,28,144,276
123,69,29,18,17,52,112
146,80,44,11,18,76,103
40,15,6,0,4,7,29
400,191,96,48,71,164,266
238,138,48,24,37,107,188
787,528,186,158,289,399,781
190,178,72,51,150,118,198
377,164,74,23,43,148,286
93,45,15,7,4,45,76
222,115,54,42,40,95,176
86,31,18,11,2,35,76
281,134,60,31,31,136,228
328,132,64,38,59,179,258
205,92,33,14,25,89,156
72,19,14,7,10,25,44
220,99,38,21,15,114,174
1437,717,331,152,338,697,1316
382,190,88,29,40,179,293
45,24,7,1,2,20,26
174,63,36,8,8,66,102
177,61,41,12,9,75,92
24,16,2,9,6,14,23
119,34,26,14,5,49,103
204,20,51,3,1,15,126
515,197,59,33,46,159,375
118,57,30,8,9,56,101
270,114,42,16,26,83,177
32,17,7,4,4,9,22
51,16,8,7,6,21,30
15,2,0,0,0,6,4
9,6,6,1,2,5,9
524,265,142,76,88,236,390
480,428,163,106,187,286,612
193,74,39,7,16,79,135
452,235,95,67,73,246,491
116,78,25,16,31,43,97
126,66,35,19,14,47,110
292,107,77,40,36,161,266
81,111,32,35,50,52,118
208,126,107,42,28,106,179
318,137,102,45,74,174,286
197,94,58,21,25,85,164
388,215,85,39,55,168,324
476,186,140,61,38,206,344
582,318,140,75,80,251,423
142,78,32,18,33,60,112
627,246,186,76,58,247,527
82,40,15,10,6,41,75
132,47,30,13,22,48,110
58,39,9,6,14,23,37
460,228,79,47,81,218,360
115,59,34,13,22,64,94
83,63,19,17,37,45,65
51,38,13,7,9,24,55
114,78,43,33,47,72,141
149,81,49,13,8,79,117
212,86,49,20,18,106,167
78,33,11,2,9,19,48
288,140,56,33,19,136,235
103,59,33,8,25,43,76
83,64,31,13,28,35,75
92,44,10,10,16,34,40
221,107,62,29,23,108,163
672,439,192,111,168,334,573
221,131,78,36,42,118,214
277,136,77,33,30,126,207
135,91,34,32,21,79,178
387,175,107,45,28,177,316
220,79,35,12,27,54,159
449,276,108,63,74,218,423
505,230,98,44,66,215,374
10,3,4,0,3,7,7
339,25,35,0,0,0,83
321,106,59,18,23,117,211
314,155,69,29,40,112,288
577,261,142,58,49,227,393
22,2,3,0,0,5,9
165,99,50,29,48,85,174
171,97,40,29,38,58,130
84,2,4,0,0,0,9
89,42,28,11,8,50,74
241,112,35,15,19,110,174
19,6,1,1,1,6,10
184,73,34,11,20,73,130
477,228,127,67,104,226,374
154,77,55,17,22,77,138
282,111,58,25,26,100,163
94,71,23,15,35,45,102
7,0,3,0,0,3,4
127,66,46,17,37,82,116
464,267,121,90,84,259,413
246,93,54,20,37,133,241
425,200,118,64,55,211,368
416,210,96,54,37,177,317
172,110,66,30,17,86,165
442,244,72,61,59,190,440
254,98,51,17,7,114,187
103,41,17,4,10,24,57
226,22,42,1,1,15,142
50,31,8,13,15,21,58
44,7,2,0,0,9,21
443,208,83,49,57,196,355
204,144,37,35,61,94,184
149,26,21,5,6,43,72
359,251,78,35,84,150,343
186,89,36,17,39,94,197
369,219,104,38,52,174,304
265,125,36,22,29,105,175
157,82,33,9,34,42,119
459,170,90,26,28,171,321
245,182,51,58,74,97,201
47,20,15,5,4,29,45
141,53,34,9,4,54,115
208,105,72,32,22,111,189
246,79,42,23,11,99,186
437,236,67,45,81,203,394
558,191,85,40,46,171,357
306,152,102,41,52,162,232
377,213,77,44,43,175,291
436,177,106,54,55,197,289
81,16,7,1,0,16,30
684,429,187,120,164,340,558
61,36,19,8,8,39,58
656,326,194,69,59,283,549
452,271,88,42,47,237,378
20,5,7,2,3,10,15
227,80,43,13,2,88,172
130,109,36,22,57,56,132
139,71,29,8,15,47,133
123,18,12,2,3,31,76
71,22,11,5,2,25,37
230,122,71,38,59,122,249
144,40,30,9,6,62,94
47,29,12,4,2,26,57
134,56,21,8,8,49,116
97,18,18,1,0,11,43
50,36,14,17,5,30,47
121,44,7,4,2,33,86
277,157,52,43,77,134,244
143,82,35,19,12,71,123
248,111,56,31,19,115,200
295,174,57,42,47,139,287
202,110,59,18,14,101,226
8,5,6,1,0,4,10
106,56,36,15,8,44,104
61,28,17,5,2,26,50
123,92,36,29,37,68,163
329,203,110,48,42,182,343
224,115,34,31,55,93,159
437,181,106,51,25,166,433
37,13,2,6,3,11,18
274,172,47,25,39,140,211
157,81,42,20,12,70,130
463,300,172,78,94,294,456
63,34,14,8,9,29,45
154,37,16,3,4,63,72
77,20,24,2,3,39,63
58,31,9,2,15,23,44
370,175,109,47,59,185,305
11,0,0,0,0,1,4
339,154,112,48,26,149,308
210,75,22,15,6,85,188
150,65,33,18,21,54,120
468,223,76,49,58,219,383
107,53,12,1,8,40,79
310,168,70,25,44,130,341
136,41,15,4,10,50,67
30,14,3,4,5,12,13
324,128,45,47,39,124,234
163,65,33,12,9,59,90
634,289,126,51,42,255,410
55,28,13,9,3,27,57
299,189,91,39,60,147,297
352,239,109,59,110,189,357
22,4,4,5,0,7,17
433,174,79,42,35,148,335
378,219,103,65,47,200,399
52,32,12,8,16,19,38
395,204,99,40,77,202,416
256,112,47,23,54,125,230
156,88,48,19,18,72,113
82,43,15,9,8,27,49
545,212,107,45,57,215,412
324,152,59,32,71,167,315
220,107,39,31,49,130,185
446,266,108,57,119,205,422
492,190,117,50,25,231,378
413,210,96,64,50,174,362
146,63,39,22,16,63,146
16,4,3,4,1,3,11
293,147,59,26,43,123,232
336,153,58,29,48,144,243
1832,700,389,136,151,566,1061
67,43,11,8,8,27,46
464,237,99,74,77,251,413
441,199,88,33,41,231,317
328,208,49,51,65,157,341
112,38,19,5,12,46,60
94,38,9,13,14,21,69
683,383,142,70,96,334,665
256,128,43,25,41,93,194
145,64,22,7,12,57,80
549,317,70,51,117,251,464
435,178,94,20,31,170,327
445,198,82,24,29,178,308
345,154,98,24,19,143,245
191,119,66,60,51,125,192
202,91,41,27,16,74,181
172,54,25,12,19,55,126
351,120,86,24,38,130,259
68,44,13,8,11,28,53
454,228,117,63,80,198,360
100,46,14,17,13,32,70
390,187,90,57,25,181,361
171,85,43,22,24,72,156
33,13,9,4,4,10,20
455,236,99,50,54,229,373
381,178,126,58,33,199,318
253,164,75,55,71,109,198
318,187,95,55,96,173,284
101,31,15,3,4,31,50
76,25,10,7,4,23,61
